Text,Annotator 1,Annotator 2,Annotator 3,Sentiment,SourceSheet,Unanimous,Stratum
main retirement ka keh raha tha k last match bilkul wsa hi hoga inshallah..,positive,positive,positive,positive,sports,True,sports§positive
yaar tukkay k teen matches hn. Koi b jeet skta h bus young team le k jao.. no asad and younis.,neutral,positive,neutral,neutral,sports,False,sports§neutral
Nooooo lala plzzzzz ;( lala ap aisa na karen plzzz yeh keh kar apne humain hurt kiya hai lala plz humary liye na jayen ;(,negative,negative,negative,negative,sports,True,sports§negative
lalaaaa please retirment na dain pleas lala apke bagher maza nahi ayega lala ap apna faisla change kar dain plzz ;( ;(,negative,negative,negative,negative,sports,True,sports§negative
lala ap humari jan hain humari shaan hain please aisa na karen plzzz ;(,neutral,positive,neutral,neutral,sports,False,sports§neutral
"Lv U Boom Boom, Me Apke Elawa kBi Ksi Ki Fan Nh Bani Infact Apke Elawa Esa koi H Hi Nh jSki Me Fan Bnti",neutral,positive,neutral,neutral,sports,False,sports§neutral
lalaaaa yayyyy lalaaa apne bht acha khela lala apne poray 1 Allrounder ka role play kia lalaa nation is happy :),positive,positive,positive,positive,sports,True,sports§positive
Hm hr choti choti cheezon mn khushian dhoond hi lte hain,positive,positive,positive,positive,sports,True,sports§positive
saaf saaf bolein na training mjhsey le kr gaye they :D,neutral,positive,neutral,neutral,sports,False,sports§neutral
lalaaaa 17 dec ko bi aisa hii kheliyega lalaa hmesha aisi perfomance dikhaya krey :) lala apne sabit krdia ap best hy!,positive,positive,positive,positive,sports,True,sports§positive
Yaa Allah main lala ka saab sa bara fan ho..lala na kabi muj sa bat nahii ki.,neutral,positive,neutral,neutral,sports,False,sports§neutral
great job lala aise tarh baiting karty raho,positive,positive,positive,positive,sports,True,sports§positive
"yew congrats laly,,,, but in my mind aghar Sarfaraz ko thora aagay batting pe lay aaien to buhut acha hoga",positive,positive,positive,positive,sports,True,sports§positive
aghar Sarfaraz ko thora aagay batting pe lay aaien to buhut acha hoga,positive,positive,positive,positive,sports,True,sports§positive
well done kaptaan g..i pray k world cup mei ap hamary captain hn,positive,positive,positive,positive,sports,True,sports§positive
shahid bhai Allah kare k Pak team ki worldcup 2015 mai ap captaincy kro aur worldcup jitwao ameen,positive,positive,positive,positive,sports,True,sports§positive
mje jb tk lala se rep nhi milega mai nhi sony wali lala ek sweet sa rep milskta hai kya?,negative,negative,negative,negative,sports,True,sports§negative
Lala apki captaincy waqai hi bht change hai team ne apki captani mai zbrdst khela hai mabrook Lala (:,positive,positive,positive,positive,sports,True,sports§positive
lala itna acha apny khela hai aik tu reply milna chaye na,positive,positive,positive,positive,sports,True,sports§positive
Charming prince :* :* :* :* :* ap itny cute q hain ? plzzzzz scr8 tu btaden itny Awsome hny kaaaaa ?,positive,positive,positive,positive,sports,True,sports§positive
wale khpa ye da kafir na wo sa?,negative,neutral,negative,negative,sports,False,sports§negative
q k tm sb mry lala se agree ho islye bol ri hn,positive,positive,positive,positive,sports,True,sports§positive
"lala plz takecare of urself apne T20,odis me bouncr se nhi khlna acha lala g ap plz koi b match me buncr k sath mt khelyega",neutral,positive,neutral,neutral,sports,False,sports§neutral
Lala kia ap phill Huhges ko hi le kr beth gaye hn Choray isko or mje reply kren plzzzzzz,negative,negative,negative,negative,sports,True,sports§negative
ALLAH unke ghar walo ko sabar ataa farmae.ameen,positive,positive,positive,positive,sports,True,sports§positive
Allah G ap ko bohat sehat or tandrusti dy inshallah ap world cup main bohat acha perform karo gay. Lalla ap sub sy Alla,positive,positive,positive,positive,sports,True,sports§positive
20 nahi jetay to hum apkay fan nahi rahain ge...prove that you are a hero(once again).thank you bro.,neutral,negative,neutral,neutral,sports,False,sports§neutral
please jitwana hai t20..chahay apko khud hi saray runs karne parren aur sub ko out karna parre.,neutral,positive,neutral,neutral,sports,False,sports§neutral
Shahid bhai Allah Pak apko hamesha kamiyab kare Allah Pak Apko beta ata kare,positive,positive,positive,positive,sports,True,sports§positive
ALLAH Pak Phillip Hughes Ko Jannat Mein Jagah Dein Ameen) R.I.P Phillip Hughes :( Bhaiyya Bht Dukh Huwa Yeh Sun Kar Mujhay.,positive,positive,positive,positive,sports,True,sports§positive
koi jawan achank hadsati mot mary to har ek ko us ka dukh lagta h.,negative,negative,negative,negative,sports,True,sports§negative
"shahid bhai bhot bra loss hay, Allah sb ko apni hifso aman man rakhay.",neutral,negative,neutral,neutral,sports,False,sports§neutral
ab to philph hughes chala gaya uski life wapis to nhi askti but ap log uski life k qurbani ka waste mt kry and plz dosafety,neutral,negative,neutral,neutral,sports,False,sports§neutral
kia Lala ap phill hughes k peechy hi pher gaye ab mje reply kren plzzzzzz,neutral,negative,neutral,neutral,sports,False,sports§neutral
Aoa lala kaise hain?jaise ap pak team ki jaan same as twitter ki jaan.Without u twitter is borng.I joind it jst bcoz of u,neutral,positive,neutral,neutral,sports,False,sports§neutral
aur ahmad???us k baaray mei kch nhe kehna/??,negative,neutral,negative,negative,sports,False,sports§negative
waise ap aram se kheltay hue acchay nae lagtay..chalen jaisa dil chahey khlain...lols..duaen ap k sath hn,neutral,positive,neutral,neutral,sports,False,sports§neutral
araam araam se khaeln...jaldi ka kaam shaitan ka..,negative,positive,negative,negative,sports,False,sports§negative
inshallah shahid bhai ye silsla jari rhy ga,positive,positive,positive,positive,sports,True,sports§positive
lala منحوس ki waja se ham last #oneday be har gye aur #Misbah ke khilaf grouping b bhut ki magar ab mu ki khay ga,negative,negative,negative,negative,sports,True,sports§negative
aisa mat bol bhai lala ko puri duniya pasand karti hai jaan hai hamari,neutral,positive,neutral,neutral,sports,False,sports§neutral
lala v knw ap bht mehnt karhey hain ap bht bussy hy bt v r really missing u&v r happy k ap form me waps arahy h sweetdreams,positive,positive,positive,positive,sports,True,sports§positive
sahi batao lala khelna ka dil charaha tha na?,neutral,positive,neutral,neutral,sports,False,sports§neutral
shaid ap b apni game mein iprovement lao thx,positive,positive,positive,positive,sports,True,sports§positive
jub misbah bhai vo trophy le rahe the trophy ko dekh kar ap yad aye trophy par style kitna suit karta he :),positive,positive,positive,positive,sports,True,sports§positive
acha hai.... ni tou wo dosray larkun pay dhyan denay lagay gi ;),neutral,positive,neutral,neutral,sports,False,sports§neutral
yeah congrats to pak team bt lala mene apko bht miss kya test matchs me :( lalaa how's u (:,neutral,positive,neutral,neutral,sports,False,sports§neutral
Lala ap test q nhi khelty plz ap b tests khely na(:,negative,negative,negative,negative,sports,True,sports§negative
hello sir me ne twitter me id sirf app keleye banayee he,neutral,positive,neutral,neutral,sports,False,sports§neutral
shahid afridy aur hafeez ki toh team main jaga he banti phr bhi hamesha in rehte hain team main,negative,negative,negative,negative,sports,True,sports§negative
acha waqai kiya PTI kay darnay maay akar ahahahahaha kosish ru boohat ki damki hi,neutral,negative,neutral,neutral,sports,False,sports§neutral
jawan bhai aap na burha to hona nai... ab plz retire ho jain,neutral,negative,neutral,neutral,sports,False,sports§neutral
yar pakistan jeeet gya amazing,positive,positive,positive,positive,sports,True,sports§positive
"k lye ap apni prformnc bhe thk kren,ap pe koi bat kre to bht tklif hoti ha",neutral,negative,neutral,neutral,sports,False,sports§neutral
ahahahah lalaa nez land walO ki Dil Took Gya. Kingrose team ko hebratnak sekast. K,negative,negative,negative,negative,sports,True,sports§negative
"Lala ODI captain aap he ko awaam dekhna chahti ha, Aur InshaAllah aap he captain ho ge",positive,positive,positive,positive,sports,True,sports§positive
"Oh you would be devastated he performed Tumhara khwab adhora reh gaya , ab yeh dikhawe ke bol na hi bolo to acha hai",negative,negative,negative,negative,sports,True,sports§negative
ye fastest hundred ap ne kesi nhe bnaya sochni wali bat hai yaar,negative,positive,negative,negative,sports,False,sports§negative
congrats pakistan series jeet gaya or Australia ko white wash ker diya sare records tore diye pakistan ke players ne,neutral,positive,neutral,neutral,sports,False,sports§neutral
ap apni opinion apny pass rakhy i don't have any intrest in it ok don't tweet me again,negative,negative,negative,negative,sports,True,sports§negative
Shahid bhai aik baat to batai kia ap almost one month ago Gujranwala tableeg kay liye wapda town aye thay plzzzzzz tell me,neutral,neutral,neutral,neutral,sports,True,sports§neutral
Lala apki following dekhen kahan sir asim bajwa ki personality or kahan hamary enemy India ka amir khan,negative,negative,negative,negative,sports,True,sports§negative
"Lala,ap to aqal waly ho,Indian actors ko twitter par follow mat karen,pride hen ap hamara.",positive,positive,positive,positive,sports,True,sports§positive
"really shahid bhai bhot afsos hwa, bhot ziaada, assa kiun hota hay, in ka akar maksad kia hay, ye kiun assa kerty han",negative,negative,negative,negative,sports,True,sports§negative
Muslim ko ek hona chahye. Utho jagho muslimano!,neutral,positive,neutral,neutral,sports,False,sports§neutral
kandho'n pe lashai'n na uthai'n to kya uthy? Hathyar jb uth'ty nai dushman k samny :( :'( feeling cry.,negative,negative,negative,negative,sports,True,sports§negative
sir log to akhir apna hi ha maar kar kya milegay in zalimoo ko?????,negative,negative,negative,negative,sports,True,sports§negative
ALLAH un sb ko sabr ata frmai. Jw injured hui unhy sehat ata frmai.r jw shaheed hui unhy jannat naseeb frmai. Ameen.,positive,positive,positive,positive,sports,True,sports§positive
zraa me der zyat khafa sho pata na lagi chy da hr sa ba kala khatme gi. bs dua koly sho chy khudy amaan ki.,negative,negative,neutral,negative,sports,False,sports§negative
aey dusmen ne waten tum mere koom ke jazbon se nahi khail sakte hum zinda koom han i am proud to be a pakistani,positive,positive,neutral,positive,sports,False,sports§positive
Lala ap bhi ab kuch karlain khuda ka khof karain,negative,negative,negative,negative,sports,True,sports§negative
Aisa player kahan milayga apko ! Such a team player ! Even he isn't in team :D,positive,positive,negative,positive,sports,False,sports§positive
aj lg rha tha k misbah ni afridi khel rha he,positive,positive,negative,positive,sports,False,sports§positive
misbah ko hua kya tha??ksi.aur ka record toer deta afridi ka he.mila tha kya :(,negative,negative,negative,negative,sports,True,sports§negative
"haha yar misbah ne test cricket me bnayi he fastest century, afridi ka record ODIs me tha wo corey ne tor dia",negative,negative,negative,negative,sports,True,sports§negative
'Daikhain jissay bhi Kaptaan banana hai bus PCB ko chahyay announce kar day' - Shahid Afridi hahha,neutral,neutral,neutral,neutral,sports,True,sports§neutral
shahid bhai ap ka recird tota boht dukh howa but ic k sath yeh b khushy hwi k yeh b aik pakistani ny tora,positive,positive,neutral,positive,sports,False,sports§positive
nahi lala aap ka record break nahi hua Misbah ne fastest century ki .. u r the best ... <3,positive,positive,neutral,positive,sports,False,sports§positive
kuch seekho ab in se tm to aty hi jaany k liye ho,negative,negative,neutral,negative,sports,False,sports§negative
LALA ab aap ko bhi kuch kar k Hai Dikhana.!!!,positive,positive,neutral,positive,sports,False,sports§positive
"apko bhi Mubarak. Ab inshALLAH apki century ka wait hai,,, :-) best wishes for u",positive,positive,positive,positive,sports,True,sports§positive
TUM TO 400 MATCH KHELNY K BAD B KHEL KO NI SMJTY MR. TUM JESY KABI INDIA KO WORLD CUP MN NI HARA SKTY,negative,negative,neutral,negative,sports,False,sports§negative
INDIA K KHILAF WORLD CUP MN TUM LOGO KI TANGAIN Q KANPTI HN....SHRM HOTI TO 2011 K BAD DOB MRTY..,negative,negative,negative,negative,sports,True,sports§negative
tum logo ny dekhny walon k dil sy cricket ki lagan mita d jo b kr lo u can't be great stupids,negative,negative,negative,negative,sports,True,sports§negative
jitna pakistani cricket ko tum logo ki mafia ny nuqsan dia hy mr.afridi itna kabi ni ho,negative,negative,negative,negative,sports,True,sports§negative
mr.afridi mafiaz can make you ppl play forever .agr professionaly deka jaye to tum logo ko 2011 k bad kikout krna chahye ta,positive,positive,neutral,positive,sports,False,sports§positive
lalaa rest match me mene sb plyrs ko close se dekha kal friday ko apko bht miss kya,positive,positive,negative,positive,sports,False,sports§positive
agr lala kal ap test match khelrhay hotay to oro ka mje nhi pta likin apse to pakka mene kisi b trah milne tha,positive,positive,negative,positive,sports,False,sports§positive
lala mje apse milna hy lala mje apka autograph chaiye lalaa me kese milu jb decmbr me ap ayainge?,positive,positive,neutral,positive,sports,False,sports§positive
lalaa agr ap b test match khelte or me kal apko b live dekhti to lalaaa wo mera best day hota bt laalaaa mene apko bht miss,positive,positive,neutral,positive,sports,False,sports§positive
kash tum b thoda sa hard work kar lete tu aj all time greats main naam hota. lazy insan.,negative,negative,neutral,negative,sports,False,sports§negative
ta khalko khwakh yah lala awo ta aro sa score na kae :((,neutral,neutral,negative,neutral,sports,False,sports§neutral
che kala goram zar out shi wait kaw che uss ba bating ke awo ra shay awo zae 10; na zyat na ke :(,neutral,neutral,negative,neutral,sports,False,sports§neutral
salam lala kaise hain ap..&kaha hain..lala apka phla match kb hy..?lala kbi to rep krdia kry 1week hogye h apse baat ni hui,negative,negative,neutral,negative,sports,False,sports§negative
"lala, apki english bari achi hogai hai mashAllah :p",positive,positive,positive,positive,sports,True,sports§positive
